,NPV,CAPEX,OPEX,revenue,revenue_coproduct,revenue_final_product,IRR,energy_generation,pathway,fs_price,lang_factor
41,719229805.8542415,1928399875.7303646,152223148.51536745,533952230.9088,205727472.71999997,287273844.00000006,17.5001710109812,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.100000000000003
42,678084341.6368549,1966211637.929801,153357501.38135052,533952230.9088,205727472.71999997,287273844.0,16.932549134132067,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.200000000000004
43,636938877.3449886,2004023400.197682,154491854.24938694,533952230.9088,205727472.71999997,287273844.0,16.387767563173128,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.300000000000004
44,595793413.0531236,2041835162.4655623,155626207.11742336,533952230.9088,205727472.71999997,287273844.0,15.864266086570321,298911782.40000004,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.400000000000004
45,554647948.761259,2079646924.733443,156760559.9854598,533952230.9088002,205727472.71999997,287273844.0000002,15.360626185508618,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.5000000000000036
46,513502484.4693938,2117458687.001324,157894912.85349622,533952230.9088002,205727472.71999997,287273844.0000002,14.875555279219466,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.600000000000004
47,472357020.17752683,2155270449.269205,159029265.72153267,533952230.9088002,205727472.71999997,287273844.0000002,14.40787301496389,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.700000000000005
48,431211555.885662,2193082211.5370855,160163618.58956906,533952230.9088002,205727472.71999997,287273844.0000002,13.95649930269325,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.800000000000004
49,390066091.5937969,2230893973.804966,161297971.45760548,533952230.9088002,205727472.71999997,287273844.0000002,13.520443842544339,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,5.900000000000004
50,348920627.30192995,2268705736.0728474,162432324.32564193,533952230.9088002,205727472.71999997,287273844.0000002,13.098796933722445,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.000000000000004
51,307775163.01006407,2306517498.3407283,163566677.19367835,533952230.9088002,205727472.71999997,287273844.0000002,12.690721386618243,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.100000000000005
52,266629698.718199,2344329260.6086087,164701030.06171477,533952230.9088002,205727472.71999997,287273844.0000002,12.295445387570659,298911782.4000001,"['Ip[milling]', 'Ip[DSA]', 'Ip[BCD]', 'Ip[PDC-ferm]']",20,6.200000000000005
